Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [MCC],Price [MCC],In stock [MCC],Low stock [MCC],Available for sale [MOE],Price [MOE],In stock [MOE],Low stock [MOE],Available for sale [WareHouse],Price [WareHouse],In stock [WareHouse],Low stock [WareHouse],"Tax - ""VAT"" (5%)"
09050201-necklace,09050201,Necklace 09050201,2 Necklace,<p>FW Pearl 18kGP</p>,Y,,,,,,,850.00,637.50,2024090502013,,,Y,Y,850.00,1.000,1.000,N,850.00,0.000,,Y,850.00,0.000,,Y
09100201-necklace,09100201,Necklace 09100201,2 Necklace,<p>FW Pearl</p>,Y,,,,,,,330.00,247.50,2024091002017,,,Y,Y,330.00,2.000,1.000,N,330.00,0.000,,Y,330.00,0.000,,Y
09100204-necklace,09100204,Necklace 09100204,2 Necklace,<p>Titanium 18kGP</p>,Y,,,,,,,150.00,112.50,2024091002048,,,Y,N,150.00,0.000,,Y,150.00,0.000,1.000,N,150.00,0.000,,Y
09150201-necklace,09150201,Necklace 09150201,2 Necklace,<p>Natural Stone 18kGP</p>,Y,,,,,,,360.00,270.00,2024091502012,,,Y,N,360.00,0.000,,Y,360.00,0.000,1.000,N,360.00,0.000,,Y
09150202-necklace,09150202,Necklace 09150202,2 Necklace,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,220.00,165.00,2024091502029,,,Y,Y,220.00,0.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
09160211-necklace,09160211,Necklace 09160211,2 Necklace,<p>Titanium 18kGP Opal</p>,Y,,,,,,,180.00,135.00,2024091602118,,,Y,Y,180.00,3.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
922013-necklace,92202013,Necklace 09220201,2 Necklace,<p>Natural Stone &amp; FW Pearl</p>,Y,,,,,,,160.00,80.00,2023092202013,,,Y,N,160.00,0.000,,Y,160.00,3.000,1.000,N,160.00,0.000,,Y
932066-necklace,92602066,Necklace 09260206,2 Necklace,<p>Silver925 18kGP FW Pearl</p><p>Letter B(2)D(1)K(2)L(1)N(1)Z(1) DP AS</p>,Y,,,,,,,290.00,145.00,2023092602066,,,Y,Y,290.00,2.000,1.000,Y,290.00,0.000,,Y,290.00,0.000,,Y
1022029-necklace,02102029,Necklace 10210202,2 Necklace,<p>Silver925 FW Pearl</p>,Y,,,,,,,230.00,115.00,2023102102029,,,Y,Y,230.00,0.000,1.000,Y,230.00,0.000,,Y,230.00,0.000,,Y
11050201-necklace,11050201,Necklace 11050201,[1] 2603 품절,<p>Copper 18kGP Shell&amp;Zircon</p>,Y,,,,,,,260.00,195.00,2024110502016,,,Y,Y,260.00,0.000,1.000,N,260.00,0.000,,Y,260.00,0.000,,Y
1122027-necklace,10802027,Necklace 11080202,2 Necklace,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,240.00,120.00,2023110802027,,,Y,Y,240.00,2.000,1.000,Y,240.00,0.000,,Y,240.00,0.000,,Y
11100203-necklace,11100203,Necklace 11100203,2 Necklace,<p>Titanium 18kGP</p>,Y,,,,,,,150.00,112.50,2024111002034,,,Y,N,150.00,0.000,,Y,150.00,0.000,1.000,N,150.00,0.000,,Y
11160207-necklace,11160207,Necklace 11160207,2 Necklace,<p>Titanium 18kGP FW Pearl&amp;Natural Stone</p>,Y,,,,,,,390.00,292.50,2024111602074,,,Y,N,390.00,0.000,,Y,390.00,3.000,1.000,N,390.00,0.000,,Y
1132016-necklace,12202016,Necklace 11220201,2 Necklace,<p>Silver925 Zircon</p>,Y,,,,,,,240.00,120.00,2023112202016,,,Y,Y,240.00,1.000,1.000,Y,240.00,-1.000,,Y,240.00,0.000,,Y
1142037-necklace,12302037,Necklace 11230203,2 Necklace,<p>Copper 18KGP Zircon</p>,Y,,,,,,,310.00,155.00,2023112302037,,,Y,Y,310.00,2.000,1.000,Y,310.00,0.000,,Y,310.00,0.000,,Y
1212025-necklace,20102025,Necklace 12010202,2 Necklace,<p>Silver925</p><p>A / EE / FF / JJ / LL / MM / K / RR / T / ZZ // DP A</p>,Y,,,,,,,185.00,92.50,2023120102025,,,Y,Y,185.00,5.000,1.000,Y,185.00,0.000,,Y,185.00,0.000,,Y
12050301-necklace,12050301,Necklace 12050301,2 Necklace,<p>SS 18kGP</p>,Y,,,,,,,150.00,112.50,2024120503010,,,Y,Y,150.00,2.000,1.000,Y,150.00,2.000,1.000,N,150.00,0.000,,Y
12100213-necklace-1,12100213,Necklace 12100213,2 Necklace,<p>SS 18kGP</p>,Y,,,,,,,220.00,165.00,2024121002130,,,Y,Y,220.00,2.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
12110211-necklace-1,12110211,Necklace 12110211,2 Necklace,<p>Titanium 18kGP</p>,Y,,,,,,,290.00,217.50,2024121102113,,,Y,Y,290.00,0.000,1.000,N,290.00,0.000,,Y,290.00,0.000,,Y
12110213-necklace-1,12110213,Necklace 12110213,2 Necklace,<p>Titanium 18kGP FW Pearl</p>,Y,,,,,,,310.00,232.50,2024121102137,,,Y,Y,310.00,0.000,1.000,N,310.00,0.000,,Y,310.00,0.000,,Y
necklace-02050205,02050205,Necklace 2502050205,2 Necklace,<p>Silver925 18kGP</p>,Y,,,,,,,230.00,172.50,2025020502059,,,Y,Y,230.00,1.000,1.000,N,230.00,0.000,,Y,230.00,0.000,,Y
necklace-2503050209-2,2503050209,Necklace 2503050209,[1] 2603 품절,<p>Titanium 18kGP FW Pearl</p>,N,,,,,,,320.00,240.00,2025030502094,,,Y,Y,320.00,0.000,1.000,N,320.00,0.000,,Y,320.00,0.000,,Y
necklace-2503060201,2503060201,Necklace 2503060201,2 Necklace,<p>SS 18kGP FW Pearl</p>,N,,,,,,,310.00,232.50,2025030602015,,,Y,Y,310.00,2.000,1.000,N,310.00,0.000,,Y,310.00,0.000,,Y
necklace-2504060203,2504060203,Necklace 2504060203,[1] 2603 품절,<p>Titanium 18kGP</p>,N,,,,,,,150.00,112.50,2025040602036,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2504060206,2504060206,Necklace 2504060206,2 Necklace,<p>Titanium 18kGP</p>,Y,,,,,,,190.00,142.50,2025040602067,,,Y,Y,190.00,1.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
necklace-2504060208,2504060208,Necklace 2504060208,2 Necklace,<p>Titanium 18kGP FW Pearl</p>,N,,,,,,,230.00,172.50,2025040602081,,,Y,Y,230.00,0.000,1.000,N,230.00,0.000,,Y,230.00,0.000,,Y
necklace-2504070203,2504070203,Necklace 2504070203,2 Necklace,<p>Silver925 18kGP Pinkgate</p>,Y,,,,,,,320.00,240.00,2025040702033,,,Y,Y,320.00,1.000,1.000,Y,320.00,2.000,1.000,N,320.00,0.000,,Y
necklace-2504070209,2504070209,Necklace 2504070209,2 Necklace,<p>Silver925 18kGP Tiffany Blue</p>,Y,,,,,,,250.00,187.50,2025040702095,,,Y,Y,250.00,0.000,1.000,Y,250.00,-1.000,1.000,N,250.00,0.000,,Y
necklace-2504080202,2504080202,Necklace 2504080202,2 Necklace,<p>Silver925 FW Pearl</p>,Y,,,,,,,340.00,255.00,2025040802023,,,Y,N,340.00,0.000,,Y,340.00,3.000,1.000,N,340.00,0.000,,Y
necklace-2504090202,2504090202,Necklace 2504090202,2 Necklace,<p>Silver925 18kGP Zircon</p>,N,,,,,,,850.00,637.50,2025040902020,,,Y,Y,850.00,0.000,1.000,N,850.00,0.000,,Y,850.00,0.000,,Y
necklace-2504090206,2504090206,Necklace 2504090206,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,180.00,135.00,2025040902068,,,Y,Y,180.00,1.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2504090207,2504090207,Necklace 2504090207,2 Necklace,<p>SS 18kGP FW Pearl</p>,Y,,,,,,,290.00,217.50,2025040902075,,,Y,N,290.00,0.000,,Y,290.00,0.000,1.000,N,290.00,0.000,,Y
necklace-2504100202,2504100202,Necklace 2504100202,2 Necklace,<p>Titanium 18kGP</p>,N,,,,,,,170.00,127.50,2025041002026,,,Y,Y,170.00,2.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2504100204,2504100204,Necklace 2504100204,2 Necklace,<p>Titanium 18kGP</p>,Y,,,,,,,180.00,135.00,2025041002040,,,Y,N,180.00,0.000,,Y,180.00,2.000,1.000,N,180.00,0.000,,Y
necklace-2504110201-1,2504110201,Necklace 2504110201,2 Necklace,<p>Fresh Water Pearl</p>,N,,,,,,,330.00,247.50,2025041102016,,,Y,Y,330.00,2.000,1.000,N,330.00,0.000,,Y,330.00,0.000,,Y
necklace-2504110204-1,2504110204,Necklace 2504110204,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,190.00,142.50,2025041102047,,,Y,Y,190.00,1.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
necklace-2504110205-1,2504110205,Necklace 2504110205,2 Necklace,<p>SS 18kGP FW Pearl</p>,N,,,,,,,170.00,127.50,2025041102054,,,Y,Y,170.00,4.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2505050201,2505050201,Necklace 2505050201,2 Necklace,<p>Fresh Water Pearl</p>,N,,,,,,,310.00,232.50,2025050502012,,,Y,Y,310.00,3.000,1.000,N,310.00,0.000,,Y,310.00,0.000,,Y
necklace-2505050203,2505050203,Necklace 2505050203,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,180.00,135.00,2025050502036,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2505050208-1,2505050208,Necklace 2505050208,2 Necklace,<p>SS 18kGP FW Pearl &amp; Rahpizul</p>,N,,,,,,,290.00,217.50,2025050502081,,,Y,Y,290.00,0.000,1.000,N,290.00,0.000,,Y,290.00,0.000,,Y
necklace-2505060203-1,2505060203,Necklace 2505060203,2 Necklace,<p>Silver925?Pinkgate</p>,Y,,,,,,,250.00,187.50,2025050602033,,,Y,Y,250.00,0.000,1.000,Y,250.00,1.000,1.000,N,250.00,0.000,,Y
necklace-2505060204-1,2505060204,Necklace 2505060204,2 Necklace,<p>Silver925?Pinkgate</p>,Y,,,,,,,250.00,187.50,2025050602040,,,Y,Y,250.00,0.000,1.000,Y,250.00,2.000,1.000,N,250.00,0.000,,Y
necklace-2505060205-1,2505060205,Necklace 2505060205,2 Necklace,<p>Silver925 Shell</p>,Y,,,,,,,250.00,187.50,2025050602057,,,Y,Y,250.00,0.000,1.000,Y,250.00,0.000,1.000,N,250.00,0.000,,Y
necklace-2505060206-1,2505060206,Necklace 2505060206,2 Necklace,<p>Silvet925 18KGP Pinkgate</p>,Y,,,,,,,320.00,240.00,2025050602064,,,Y,Y,320.00,0.000,1.000,Y,320.00,0.000,1.000,N,320.00,0.000,,Y
necklace-2506050204,2506050204,Necklace 2506050204,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,160.00,120.00,2025060502040,,,Y,Y,160.00,2.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
necklace-2506050205,2506050205,Necklace 2506050205,2 Necklace,<p>Titanium 18kGP</p>,N,,,,,,,150.00,112.50,2025060502057,,,Y,Y,150.00,6.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2506050208,2506050208,Necklace 2506050208,2 Necklace,<p>FW Pearl</p>,N,,,,,,,390.00,292.50,2025060502088,,,Y,Y,390.00,1.000,1.000,N,390.00,0.000,,Y,390.00,0.000,,Y
necklace-2506050209,2506050209,Necklace 2506050209,2 Necklace,<p>FW Pearl</p>,N,,,,,,,490.00,367.50,2025060502095,,,Y,Y,490.00,0.000,1.000,N,490.00,0.000,,Y,490.00,0.000,,Y
necklace-2506060202,2506060202,Necklace 2506060202,[1] 2603 품절,<p>SS 18kGP Zircon</p>,N,,,,,,,180.00,135.00,2025060602023,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2506060203,2506060203,Necklace 2506060203,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,180.00,135.00,2025060602030,,,Y,Y,180.00,3.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2507050204,2507050204,Necklace 2507050204,2 Necklace,<p>Silver925 18kGP Zircon</p>,N,,,,,,,270.00,202.50,2025070502047,,,Y,Y,270.00,1.000,1.000,N,270.00,0.000,,Y,270.00,0.000,,Y
necklace-2507050205,2507050205,Necklace 2507050205,2 Necklace,<p>Silver925 18kGP Zircon</p>,N,,,,,,,270.00,202.50,2025070502054,,,Y,Y,270.00,0.000,1.000,N,270.00,0.000,,Y,270.00,0.000,,Y
necklace-2507050209,2507050209,Necklace 2507050209,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,170.00,127.50,2025070502092,,,Y,Y,170.00,0.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2507050210,2507050210,Necklace 2507050210,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,200.00,150.00,2025070502108,,,Y,Y,200.00,1.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
necklace-2507060202,2507060202,Necklace 2507060202,2 Necklace,<p>SS 18kGP Malachite</p>,N,,,,,,,230.00,172.50,2025070602020,,,Y,Y,230.00,1.000,1.000,N,230.00,0.000,,Y,230.00,0.000,,Y
necklace-2507060203,2507060203,Necklace 2507060203,2 Necklace,<p>SS 18kGP Natural Stone</p>,N,,,,,,,190.00,142.50,2025070602037,,,Y,Y,190.00,0.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
necklace-2507060205,2507060205,Necklace 2507060205,2 Necklace,<p>SS 18kGP Shell</p>,N,,,,,,,190.00,142.50,2025070602051,,,Y,Y,190.00,0.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
necklace-2507060206,2507060206,Necklace 2507060206,2 Necklace,<p>Titanium 18kGP</p>,N,,,,,,,180.00,135.00,2025070602068,,,Y,Y,180.00,2.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2507060209,2507060209,Necklace 2507060209,2 Necklace,<p>Titanium 18kGP Opal</p>,N,,,,,,,180.00,135.00,2025070602099,,,Y,Y,180.00,2.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2507070208,2507070208,Necklace 2507070208,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,180.00,135.00,2025070702089,,,Y,Y,180.00,1.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2507070209,2507070209,Necklace 2507070209,[1] 2603 품절,<p>SS 18kGP</p>,N,,,,,,,200.00,150.00,2025070702096,,,Y,Y,200.00,0.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
necklace-2508050203,2508050203,Necklace 2508050203,2 Necklace,<p>Silver925 Zircon</p>,N,,,,,,,260.00,195.00,2025080502037,,,Y,Y,260.00,1.000,1.000,N,260.00,0.000,,Y,260.00,0.000,,Y
necklace-2508050204,2508050204,Necklace 2508050204,[1] 2603 품절,<p>Silver925 18kGP Zircon</p>,N,,,,,,,230.00,172.50,2025080502044,,,Y,Y,230.00,0.000,1.000,N,230.00,0.000,,Y,230.00,0.000,,Y
necklace-2508050205,2508050205,Necklace 2508050205,[1] 2603 품절,<p>Silver925 18kGP Zircon</p>,N,,,,,,,240.00,180.00,2025080502051,,,Y,Y,240.00,0.000,1.000,N,240.00,0.000,,Y,240.00,0.000,,Y
necklace-2508050208,2508050208,Necklace 2508050208,2 Necklace,<p>SS 18kGP Glass Stone</p>,N,,,,,,,310.00,232.50,2025080502082,,,Y,Y,310.00,0.000,1.000,N,310.00,0.000,,Y,310.00,0.000,,Y
necklace-2508050209,2508050209,Necklace 2508050209,[1] 2603 품절,<p>SS 18kGP Glass Stone</p>,N,,,,,,,310.00,232.50,2025080502099,,,Y,Y,310.00,0.000,1.000,N,310.00,0.000,,Y,310.00,0.000,,Y
necklace-2508050210,2508050210,Necklace 2508050210,2 Necklace,<p>SS 18kGP Shell</p>,N,,,,,,,200.00,150.00,2025080502105,,,Y,Y,200.00,4.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
necklace-2508060204,2508060204,Necklace 2508060204,2 Necklace,<p>Titanium 18kGP</p>,N,,,,,,,190.00,142.50,2025080602041,,,Y,Y,190.00,2.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
necklace-2508060206,2508060206,Necklace 2508060206,2 Necklace,<p>Titanium 18kGP Shell</p>,N,,,,,,,180.00,135.00,2025080602065,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2509050201,2509050201,Necklace 2509050201,[1] 2603 품절,<p>Silver925 18kGP</p>,N,,,,,,,240.00,180.00,2025090502010,,,Y,Y,240.00,0.000,1.000,N,240.00,0.000,,Y,240.00,0.000,,Y
necklace-2509050202,2509050202,Necklace 2509050202,[1] 2603 품절,<p>Silver925 Zircon</p>,N,,,,,,,260.00,195.00,2025090502027,,,Y,Y,260.00,0.000,1.000,N,260.00,0.000,,Y,260.00,0.000,,Y
necklace-2509050208,2509050208,Necklace 2509050208,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,150.00,112.50,2025090502089,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2509050209,2509050209,Necklace 2509050209,2 Necklace,<p>SS 18kGP FW Pearl</p>,N,,,,,,,180.00,135.00,2025090502096,,,Y,Y,180.00,3.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2509060201,2509060201,Necklace 2509060201,2 Necklace,<p>SS 18kGP Natural Stone</p>,N,,,,,,,170.00,127.50,2025090602017,,,Y,Y,170.00,1.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2509060202,2509060202,Necklace 2509060202,2 Necklace,<p>SS 18kGP Natural Stone</p>,N,,,,,,,170.00,127.50,2025090602024,,,Y,Y,170.00,3.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2509060203,2509060203,Necklace 2509060203,2 Necklace,<p>SS 18kGP Natural Stone</p>,N,,,,,,,170.00,127.50,2025090602031,,,Y,Y,170.00,0.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2509060207,2509060207,Necklace 2509060207,[1] 2603 품절,<p>Titanium 18kGP</p>,N,,,,,,,180.00,135.00,2025090602079,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2509060208,2509060208,Necklace 2509060208,[1] 2603 품절,<p>Titanium 18kGP Shell</p>,N,,,,,,,180.00,135.00,2025090602086,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2510050201,2510050201,Necklace 2510050201,2 Necklace,<p>Brass 18KGP Zircon</p>,N,,,,,,,190.00,142.50,2025100502016,,,Y,Y,190.00,0.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
necklace-2510050202,2510050202,Necklace 2510050202,2 Necklace,<p>Silver925 Zircon</p>,N,,,,,,,210.00,157.50,2025100502023,,,Y,Y,210.00,0.000,1.000,N,210.00,0.000,,Y,210.00,0.000,,Y
necklace-2510050204,2510050204,Necklace 2510050204,[1] 2603 품절,<p>Silver925 Zircon</p>,N,,,,,,,420.00,315.00,2025100502047,,,Y,Y,420.00,0.000,1.000,N,420.00,0.000,,Y,420.00,0.000,,Y
necklace-2510050206,2510050206,Necklace 2510050206,2 Necklace,<p>SS 18KGP</p>,N,,,,,,,150.00,112.50,2025100502061,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2510050207,2510050207,Necklace 2510050207,2 Necklace,<p>SS 18KGP</p>,N,,,,,,,160.00,120.00,2025100502078,,,Y,Y,160.00,3.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
necklace-2510050209,2510050209,Necklace 2510050209,2 Necklace,<p>SS 18kGP Opal</p>,N,,,,,,,150.00,112.50,2025100502092,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2510050210,2510050210,Necklace 2510050210,2 Necklace,<p>SS 18kGP Opal</p>,N,,,,,,,160.00,120.00,2025100502108,,,Y,Y,160.00,0.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
necklace-2510060202,2510060202,Necklace 2510060202,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,150.00,112.50,2025100602020,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2510060203,2510060203,Necklace 2510060203,[1] 2603 품절,<p>SS 18kGP Zircon</p>,N,,,,,,,150.00,112.50,2025100602037,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2510060206,2510060206,Necklace 2510060206,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,150.00,112.50,2025100602068,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2510060207,2510060207,Necklace 2510060207,[1] 2603 품절,<p>SS 18kGP Zircon</p>,N,,,,,,,150.00,112.50,2025100602075,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2510060209,2510060209,Necklace 2510060209,[1] 2603 품절,<p>SS 18kGP Zircon</p>,N,,,,,,,220.00,165.00,2025100602099,,,Y,Y,220.00,0.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
necklace-2510060210,2510060210,Necklace 2510060210,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,220.00,165.00,2025100602105,,,Y,Y,220.00,1.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
necklace-2510070204,2510070204,Necklace 2510070204,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,170.00,127.50,2025100702041,,,Y,Y,170.00,0.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2510070206,2510070206,Necklace 2510070206,[1] 2603 품절,<p>SS 18kGP</p>,N,,,,,,,180.00,135.00,2025100702065,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2510070208,2510070208,Necklace 2510070208,2 Necklace,<p>Copper 18KGP Zircon</p>,N,,,,,,,330.00,247.50,2025100702089,,,Y,Y,330.00,4.000,1.000,N,330.00,0.000,,Y,330.00,0.000,,Y
necklace-2510070209,2510070209,Necklace 2510070209,2 Necklace,<p>Copper 18KGP Zircon</p>,N,,,,,,,370.00,277.50,2025100702096,,,Y,Y,370.00,2.000,1.000,N,370.00,0.000,,Y,370.00,0.000,,Y
necklace-2511050201,2511050201,Necklace 2511050201,[1] 2603 품절,<p>SS 18kGP</p>,N,,,,,,,170.00,127.50,2025110502013,,,Y,Y,170.00,0.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2511050202,2511050202,Necklace 2511050202,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,170.00,127.50,2025110502020,,,Y,Y,170.00,0.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2511050203,2511050203,Necklace 2511050203,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,180.00,135.00,2025110502037,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2511050204,2511050204,Necklace 2511050204,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,250.00,187.50,2025110502044,,,Y,Y,250.00,3.000,1.000,N,250.00,0.000,,Y,250.00,0.000,,Y
necklace-2511050205,2511050205,Necklace 2511050205,2 Necklace,<p>SS 18kGP Beads</p>,N,,,,,,,220.00,165.00,2025110502051,,,Y,Y,220.00,3.000,1.000,Y,220.00,-1.000,1.000,Y,220.00,0.000,,Y
necklace-2511050207,2511050207,Necklace 2511050207,2 Necklace,<p>SS 18kGP Opal</p>,N,,,,,,,160.00,120.00,2025110502075,,,Y,Y,160.00,2.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
necklace-2511050208,2511050208,Necklace 2511050208,2 Necklace,<p>SS 18kGP Shell</p>,N,,,,,,,170.00,127.50,2025110502082,,,Y,Y,170.00,3.000,1.000,Y,170.00,0.000,1.000,Y,170.00,0.000,,Y
necklace-2511050209,2511050209,Necklace 2511050209,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,130.00,97.50,2025110502099,,,Y,Y,130.00,0.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
necklace-2511050210,2511050210,Necklace 2511050210,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,130.00,97.50,2025110502105,,,Y,Y,130.00,0.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
necklace-2511060201,2511060201,Necklace 2511060201,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,150.00,112.50,2025110602010,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2511060204,2511060204,Necklace 2511060204,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,180.00,135.00,2025110602041,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
necklace-2511060206,2511060206,Necklace 2511060206,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,190.00,142.50,2025110602065,,,Y,Y,190.00,0.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
necklace-2511060207,2511060207,Necklace 2511060207,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,170.00,127.50,2025110602072,,,Y,Y,170.00,0.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2511060208,2511060208,Necklace 2511060208,[1] 2603 품절,<p>SS 18kGP Zircon</p>,N,,,,,,,170.00,127.50,2025110602089,,,Y,Y,170.00,0.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-2511060209,2511060209,Necklace 2511060209,2 Necklace,<p>SS 18kGP Zircon</p>,N,,,,,,,290.00,217.50,2025110602096,,,Y,Y,290.00,1.000,1.000,N,290.00,0.000,,Y,290.00,0.000,,Y
necklace-2511070205,2511070205,Necklace 2511070205,2 Necklace,<p>Silver925 18kGP Zircon</p>,N,,,,,,,280.00,210.00,2025110702055,,,Y,Y,280.00,1.000,1.000,N,280.00,0.000,,Y,280.00,0.000,,Y
necklace-2511070209,2511070209,Necklace 2511070209,2 Necklace,<p>SS 18kGP</p>,N,,,,,,,190.00,142.50,2025110702093,,,Y,Y,190.00,2.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
necklace-2511070210,2511070210,Necklace 2511070210,[1] 2603 품절,<p>SS 18kGP Zircon</p>,N,,,,,,,150.00,112.50,2025110702109,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
necklace-2512050201,2512050201,Necklace 2512050201,2 Necklace,<p>Silver925 Zircon</p>,N,,,,,,,320.00,240.00,2025120502010,,,Y,Y,320.00,2.000,1.000,N,320.00,0.000,,Y,320.00,0.000,,Y
necklace-2512050203,2512050203,Necklace 2512050203,2 Necklace,<p>Silver925 18kGP Zircon</p>,N,,,,,,,320.00,240.00,2025120502034,,,Y,Y,320.00,0.000,1.000,N,320.00,0.000,,Y,320.00,0.000,,Y
necklace-2512050204,2512050204,Necklace 2512050204,2 Necklace,<p>Silver925 18kGP Zircon</p>,N,,,,,,,320.00,240.00,2025120502041,,,Y,Y,320.00,4.000,1.000,N,320.00,0.000,,Y,320.00,0.000,,Y
